Up to date
A,D,B0,B1,B2,Root,Y
211816602455532030377/50000000000000000000,10780956676280206801863799617403/50000000000000000000,9450178516872238015856062298619/100000000000000000000,3399579535847769759354866463829/100000000000000000000,5231543090097061192250474404609/50000000000000000000,23235217151966221447537984542699/100000000000000000000,30741646147/200000000000000000
3751787731716583467/5000000000000000000,20580474493474008114683730599323/50000000000000000000,10581175338045210748875172507897/50000000000000000000,657332239844224843268331045739/100000000000000000000,19751662531467759777697539000443/100000000000000000000,3417866445619831961407171920603/10000000000000000000,1295233307331/50000000000000000000
303765758040681032211/100000000000000000000,45050313753787643547598336450203/100000000000000000000,1349311343878877646825825358951/50000000000000000000,26760071876116792118830338763433/100000000000000000000,1429589829977151649101808444829/10000000000000000000,10701918679818931454715392031539/25000000000000000000,11412769601249/100000000000000000000
18169308353249393997/10000000000000000000,4269932881754894143908427867231/12500000000000000000,5780120347687771927712207783171/25000000000000000000,112469980499125965351437293891/1250000000000000000,1995625240738193780527514131847/20000000000000000000,8366980876257637081483170334951/20000000000000000000,5815111351373/50000000000000000000
307915164535407529371/100000000000000000000,9486930314465526179501650847829/100000000000000000000,9249104965982500471246770991481/100000000000000000000,4776768535980103011927351882443/100000000000000000000,5589068008751888897079509777219/50000000000000000000,1257290466801156566833156093061/5000000000000000000,10816740409679/100000000000000000000
3710911537809156953/5000000000000000000,3164194988638649724925640781179/25000000000000000000,2717474922985781603024043246491/50000000000000000000,1021236627136793834575390709857/20000000000000000000,7763351475677787647258773619091/100000000000000000000,3652342476814473097771117239921/20000000000000000000,213076444461/12500000000000000000
66195370424410084733/25000000000000000000,507618774318626923497944762169/2500000000000000000,8738013596601903151312070575657/50000000000000000000,875770686983301948424904075779/50000000000000000000,18398174189557497465829220380579/100000000000000000000,36503048227215008981229718848137/100000000000000000000,1112823366823/10000000000000000000
368253389552564077393/100000000000000000000,148155913042378495569055629239/1562500000000000000,5463316751990485718509249023833/50000000000000000000,13996192966749370104007960380633/100000000000000000000,12838318824776549946037570208611/50000000000000000000,12622691450204769150399509462191/25000000000000000000,61355310298703/100000000000000000000
5420859201190193437/20000000000000000000,5895228139713031388945280608271/20000000000000000000,9755796253507440582475443875983/100000000000000000000,17607440330750297381255358598667/100000000000000000000,3103576592732369021997580609069/25000000000000000000,39429195378226063940240974981049/100000000000000000000,3446544913/195312500000000000
30566698630784473417/20000000000000000000,2913347506742628286784069979453/50000000000000000000,10880251710784533194418172567449/100000000000000000000,1634708495145678847555854857781/10000000000000000000,163224031537125035139109436009/10000000000000000000,6927156848020838434901077815897/25000000000000000000,3174491041417/100000000000000000000
144343938127395141801/50000000000000000000,1024420651115829049459958196359/6250000000000000000,17150263348231787296549057596929/100000000000000000000,29781816566079897329082786559979/100000000000000000000,3815657964380470689370933520013/100000000000000000000,997571672676154578307889887357/2000000000000000000,28937601727509/100000000000000000000
62429603635412005091/20000000000000000000,1525556594182927725469875175603/3125000000000000000,2553602516794912267434837218917/50000000000000000000,14648481471547689806776671464163/100000000000000000000,3826127357222113037978553152939/50000000000000000000,5461043433294903916865539544689/20000000000000000000,17107741277627/100000000000000000000
887402627144741033/10000000000000000000,3705949167089140363546370607527/25000000000000000000,7639564631480240276627878259477/50000000000000000000,3170240537761721189263920323547/12500000000000000000,3455129942917174223505857478421/20000000000000000000,28572177834239157358036402472969/50000000000000000000,116253762683/2500000000000000000
349404304852128230487/100000000000000000000,14523332317155434541735652954041/100000000000000000000,3289149421688451064657730678607/100000000000000000000,17866327073940356132869046922457/100000000000000000000,382267860637001458098870463631/25000000000000000000,21909948645789089565287237829223/100000000000000000000,1335966367299/100000000000000000000
27713936584184896779/12500000000000000000,40013409065872718375425377011/800000000000000000,643155044814903627532938563983/3125000000000000000,10923397230698337530171188679351/100000000000000000000,408725212348253302293512657641/3125000000000000000,4450171735456472890200785312603/10000000000000000000,15396828173437/100000000000000000000
12788957912118322807/3125000000000000000,30086093167657561203353313644419/100000000000000000000,14369637134960279047975628180159/100000000000000000000,4257606728566311519949494763829/50000000000000000000,695283150354434543852088094929/50000000000000000000,2981690266296512637042762445951/12500000000000000000,23180182819/20000000000000000000
6675047892087066331/12500000000000000000,16461833507084661699735053505053/50000000000000000000,19162301203690867096262845781149/100000000000000000000,4103719696128802113634180431723/25000000000000000000,1323697592621240408367550133279/50000000000000000000,35693261588387565101498190248053/100000000000000000000,1202630995871/25000000000000000000
467722758838377631559/100000000000000000000,606828546643375166261179592889/4000000000000000000,12161024619612909840177634584631/100000000000000000000,12346996332308081025383996955663/100000000000000000000,2987452512839708272237310550107/50000000000000000000,30443202384865093430254733054549/100000000000000000000,35183398551583/100000000000000000000
49949684210603173979/20000000000000000000,3913467994413894572109612925303/20000000000000000000,470622261030030261965193117413/20000000000000000000,578077308610924005552630589751/25000000000000000000,2724495089128515794984686512697/12500000000000000000,25018050332609880975034027842197/100000000000000000000,110753752391/4000000000000000000
566964903822606107493/100000000000000000000,2281182997673636089591472133407/10000000000000000000,1067130360461679915080643696221/50000000000000000000,58589344508395711377569794263/400000000000000000,6900162875358792615057670621341/50000000000000000000,947086651126770413230387255141/3125000000000000000,2725713933821/100000000000000000000
45359675952208686747/20000000000000000000,830100956608152502630156670893/4000000000000000000,958873229911051041712820538841/20000000000000000000,5723423810687614225255558424397/50000000000000000000,10305876731727266367832587412159/100000000000000000000,26455296807355715324940604296299/100000000000000000000,12832256594211/100000000000000000000
30037932317879477387/100000000000000000000,82985721948705362821474663231/400000000000000000,691356866333220061355469871489/4000000000000000000,448542887216101781676064997449/2000000000000000000,13420865367367774005385452802347/100000000000000000000,26407086172849425874948965048007/50000000000000000000,9704633511039/100000000000000000000
121360734281757085987/50000000000000000000,3228059147640655792116829221881/100000000000000000000,7585855634687412876617934231057/100000000000000000000,2236877950834444392765294259497/20000000000000000000,5292912469985102109010221178491/50000000000000000000,29337590261392999751658138152149/100000000000000000000,5050055464577/100000000000000000000
541457909469768563313/100000000000000000000,46543941223598291157305219914663/100000000000000000000,638778067348560438615610849897/50000000000000000000,19129662462084410330760882394091/100000000000000000000,13237331209485882491764329695377/100000000000000000000,16473575275962470862432847475047/50000000000000000000,4744944768743/100000000000000000000
12331788701882956397/6250000000000000000,10609125386857451328953542892757/100000000000000000000,8891562390962008482286391691347/100000000000000000000,4518583210302110582157809228443/100000000000000000000,19215630545809099863517561517559/100000000000000000000,3225637848483599089991022780979/10000000000000000000,1083339911171/25000000000000000000
19292738435850404181/10000000000000000000,1143956581564127098056034627447/100000000000000000000,1711440501077637438015501376087/20000000000000000000,26119907035592201936157776090137/100000000000000000000,3652528365195644151720543317933/20000000000000000000,10522985029715833144274926588651/20000000000000000000,874662170733/4000000000000000000
30269095500321826607/12500000000000000000,43435981533554182430066698872209/100000000000000000000,181923931589551909608531968103/2000000000000000000,1946015286329235084027772040547/50000000000000000000,2567674279728363512528851266791/50000000000000000000,225848387129204880999438568407/1250000000000000000,211396742037/50000000000000000000
171396721092217557323/50000000000000000000,1715005677085742126321834834573/12500000000000000000,7655645648234371813538661620411/100000000000000000000,991736848068927821538897000579/5000000000000000000,437817065716094927866975073977/20000000000000000000,233021074350747706672427509447/800000000000000000,1533873680977/100000000000000000000
131761129406531743769/100000000000000000000,543964595366796277299288134957/2500000000000000000,418498388171761277573673341901/3125000000000000000,6043660012088667513937632211087/50000000000000000000,1631488601054541230607406148087/100000000000000000000,13016067050112095526898434472731/50000000000000000000,132153480711/50000000000000000000
65800653848829136513/50000000000000000000,8275369652212336671283837531803/100000000000000000000,2991918070151380095548273534907/50000000000000000000,355899802262626354328817968113/2500000000000000000,2041576266753887837013819671501/50000000000000000000,2398608671211675282745631205939/10000000000000000000,604427551973/50000000000000000000
