Up to date
A,D,B0,B1,B2,Root,Y
17761181348749338247/50000000000000000000,8470993668101995029581961816379/25000000000000000000,2214437648171096840597702762207/12500000000000000000,7848493077452555623940083103819/100000000000000000000,33558240322457577620945390899287/100000000000000000000,2456032564524633894827760891/160000000000000000,-601181658989/50000000000000000000
397629475470266624851/100000000000000000000,1283914034504244750757409469871/5000000000000000000,8411458920330211924122481453557/50000000000000000000,1783905904069516359275660518119/10000000000000000000,12667088419562790208846205266763/100000000000000000000,63886414591220351691445256801/50000000000000000000,-13392403060591/100000000000000000000
235908391508239325471/100000000000000000000,115256561331205243811935907483/312500000000000000,3027598777473947370776297406967/100000000000000000000,343081321483489370559192917429/6250000000000000000,459204344592916825533259505023/12500000000000000000,-920519103177909605649208803067/50000000000000000000,-30631130701/10000000000000000000
125505034006104794541/50000000000000000000,13967665356840929922027954649259/100000000000000000000,9529140805939209211755821020989/100000000000000000000,332699491268546809232364766103/3125000000000000000,2160504227702088020612652974081/12500000000000000000,398676401516571316841269877/5000000000000000000,-4764576824811/20000000000000000000
23033147545084348187/100000000000000000000,15013249296462781507473852970917/100000000000000000000,2481209425344575381025474568787/50000000000000000000,15001736174683870923755168679097/100000000000000000000,974769540040221900523227217011/5000000000000000000,11785453372930650159344447473/25000000000000000000,-4678551995309/50000000000000000000
171294797165781830571/50000000000000000000,3599267888114552343512365874023/100000000000000000000,16947264375743455573491701248723/50000000000000000000,7579383779314419179355512323839/100000000000000000000,23457720556519386359358787169909/100000000000000000000,6877644822306888026512119/50000000000000000000,-14156953235967/100000000000000000000
4772821075464078017/20000000000000000000,1204987294941116414901093758649/10000000000000000000,762774147895283032306458025521/2500000000000000000,8150933691979839455720667482071/100000000000000000000,17928347772022613210546515390977/100000000000000000000,3249279766142054134386608391/6250000000000000000,-4298777835849/50000000000000000000
315807505504635730701/100000000000000000000,5823255701564981372422669959059/25000000000000000000,3665648346690117248200166753273/100000000000000000000,2333479153493427303599848853341/20000000000000000000,348538668541285554767344148581/3125000000000000000,1095863608509653299040213471657/100000000000000000000,-130013127533/12500000000000000000
40294614923736932391/10000000000000000000,42421537722547332645582406353409/100000000000000000000,83180407212327659529097588641/3125000000000000000,8168267911103246137366823347879/50000000000000000000,16019591765889914112508375887897/100000000000000000000,-417392330753718466941088962771/100000000000000000000,-217291005351/4000000000000000000
8674864356700898421/4000000000000000000,21542955068701213538887549862279/50000000000000000000,428739553380642438787010836293/100000000000000000000,19342165456275919072828585569/80000000000000000,25479101774463446293207553830793/100000000000000000000,227917314872303987262374091943/50000000000000000000,-2230796824133/6250000000000000000
33129794996500227117/50000000000000000000,26855538667714324981499816619683/100000000000000000000,707109426101724300041980433641/5000000000000000000,1197705827543483777059372920423/100000000000000000000,10413487766124787351024092685949/50000000000000000000,4221449363288315950484607950481/50000000000000000000,-661101861639/100000000000000000000
367353169830262169557/100000000000000000000,470918621877521162655606039291/800000000000000000,3593769031419184737890946526913/25000000000000000000,1300828983022573340920743868033/50000000000000000000,379630100580256807686072077043/3125000000000000000,-1523126168512445544331641718731/50000000000000000000,-109619131551/625000000000000000
156542656620529305159/100000000000000000000,14956759476980310104202609916981/100000000000000000000,7978889899579509659431122821959/100000000000000000000,727079346296809498638088988227/20000000000000000000,157802312319241449467461449991/800000000000000000,6927841270823918779836175821/10000000000000000000,-245874397719/1562500000000000000
86603442554264312981/25000000000000000000,1133289391485924799084011263827/20000000000000000000,3411900581718963124136640782031/50000000000000000000,1843758384918564911131967497543/25000000000000000000,21345212706720405652662237319859/100000000000000000000,112194546147411359428277061/100000000000000000000,-274932720712597/50000000000000000000
282704841145004600917/100000000000000000000,5817062187072683873495184277281/20000000000000000000,40412377903603060478680497289/50000000000000000000,414293377626961936619262890077/20000000000000000000,1312046420373657016434705465141/100000000000000000000,-269476236550040012222935210551/6250000000000000000,-234254440281/50000000000000000000
510917872897030433/160000000000000000,50959651926069319520714646504639/100000000000000000000,28893796109084867027409265508151/100000000000000000000,19672535597477296965179832373513/100000000000000000000,5509145416325288694854781788297/100000000000000000000,1310344029529778572115795512783/5000000000000000000,-1368461423337/50000000000000000000
225493253633078145641/50000000000000000000,40430972797422574880246462775417/100000000000000000000,9299940507701200084315612373009/100000000000000000000,15347886809579371015822713368833/100000000000000000000,1634071943864960398482296186119/20000000000000000000,3392558072575909558814291743949/20000000000000000000,-7459186852999/25000000000000000000
108082262697835704809/50000000000000000000,1744303987786901492039861223677/6250000000000000000,1685240979025896002904338524203/10000000000000000000,3388654349253311289023397982413/20000000000000000000,1404479026042118621480887414317/10000000000000000000,407999192554768626758153217651/100000000000000000000,-1519070949121/20000000000000000000
1800808026526339471/781250000000000000,13928886178862931186702460867369/50000000000000000000,15894954508896344618020993429469/100000000000000000000,409762430178901565624385634697/100000000000000000000,1378310542531783284386627708217/6250000000000000000,9239943498496923649515216987283/100000000000000000000,-2491623769871/100000000000000000000
13640795780755634643/12500000000000000000,10831976227811405375720481246971/20000000000000000000,255580078770669036935139410599/3125000000000000000,2891979843497696862838709918099/100000000000000000000,8890034949400908438969784728709/100000000000000000000,-8566753428849025732483116995587/100000000000000000000,-4619453685947/100000000000000000000
323723214574449458193/100000000000000000000,8755765456353736374377926472149/25000000000000000000,4578023819381643921209262472187/50000000000000000000,20755882445090857866340538157287/100000000000000000000,4308215471143776772126142784373/50000000000000000000,2929272771553887279349334516743/50000000000000000000,-1550173147833/10000000000000000000
203124996332804676841/100000000000000000000,426448907328108654496749967831/25000000000000000000,15925367044721567022211263204953/100000000000000000000,2884203638270773113028211100081/100000000000000000000,21023988563931580588068720824889/100000000000000000000,4240998828829396574880049/100000000000000000000,-48352337585089/50000000000000000000
78533507049232984977/25000000000000000000,5767701450501781290985747184713/25000000000000000000,7425799848942097168804321775491/100000000000000000000,2287831011712272594901458364227/12500000000000000000,1869566295387285604093112364823/20000000000000000000,72359628216007538329966139173/50000000000000000000,-495046057347/25000000000000000000
32670994794744836803/12500000000000000000,35425922031972768019703700083139/50000000000000000000,7268058684817430332810153092091/50000000000000000000,942895568222688658155474142387/6250000000000000000,8414064677817884837225682474639/100000000000000000000,-537118523417557626959402068989/25000000000000000000,-55232657113369/100000000000000000000
43698525840767057683/50000000000000000000,42782325864103154323500506220723/100000000000000000000,2546523334348094726726609639819/12500000000000000000,10276563510276804078707032738457/50000000000000000000,19028369089313791266035256858289/100000000000000000000,4425695789421213600075292752373/100000000000000000000,-2781390675053/100000000000000000000
41468367448550569509/50000000000000000000,13255619383825394883379053024433/100000000000000000000,6825119576686609097935380270637/50000000000000000000,12575915088188953784054939014879/50000000000000000000,10139670120602297212013989281343/50000000000000000000,763762525863757659627044369/25000000000000000000,-50613822904561/100000000000000000000
492060636150880315203/100000000000000000000,10339167770616459972733333582141/50000000000000000000,69722946945675399753986084541/100000000000000000000,485571359323785072797875870023/100000000000000000000,7404936443720646610332868789133/100000000000000000000,-1037045353135794453123633329587/100000000000000000000,-324852867433/10000000000000000000
35075019423344415067/100000000000000000000,455726856888457130921929139247/3125000000000000000,11391377443843542356905479256431/100000000000000000000,4991467054131741463529933279127/50000000000000000000,7505530502990981241528152846493/100000000000000000000,119848140246186784959224306629/25000000000000000000,-1524432015987/100000000000000000000
19457663440487655223/100000000000000000000,15010142284927600667437588259649/100000000000000000000,59394926493376586847094671313/6250000000000000000,1321293012121830840644272725929/100000000000000000000,3514044295645960580771615675669/25000000000000000000,1532051181937596385097582989269/50000000000000000000,-122833607161/100000000000000000000
2428438210323343167/2500000000000000000,9925763883642992044334763808529/50000000000000000000,196155298309963163287029316157/12500000000000000000,3366833540441390033143200348737/20000000000000000000,1499820812316062554015071915891/5000000000000000000,7824955925161777807410935279/50000000000000000000,-920255120703/800000000000000000
321218533568198825747/100000000000000000000,17541753765818182696414109465833/100000000000000000000,2452277624501472949596347503371/25000000000000000000,3960239615276531033054898893503/20000000000000000000,4852226793144392519323270860109/100000000000000000000,1784240639917887701448744781/3125000000000000000,-27605243441999/100000000000000000000
90523406630381601081/100000000000000000000,16738814810765729757152471326809/100000000000000000000,580474149737956516509186615537/12500000000000000000,5973543823981115849503507343431/50000000000000000000,1331372573242768413104089111611/5000000000000000000,8296392487605969806658442641/50000000000000000000,-2501655328979/100000000000000000000
341652388833468710743/100000000000000000000,34330337616543136692510337838669/100000000000000000000,686642852549229763454186137431/5000000000000000000,18488514301738050952343933051859/100000000000000000000,357750220137532392723477331177/4000000000000000000,7007225851928638318249023748703/100000000000000000000,-32429170744029/100000000000000000000
132333510836192496387/100000000000000000000,4804449079181365802353071623901/20000000000000000000,14911482830660046988295886388053/100000000000000000000,690013147655051777205958016313/6250000000000000000,377064216031808167767363373453/50000000000000000000,3607248752260616369916140073619/25000000000000000000,-115015050327/12500000000000000000
33101847350578204859/100000000000000000000,16321674511000213202149354332021/100000000000000000000,5438574810198444025504763571/10000000000000000000,119176265069172077441519064927/1000000000000000000,2020201501663588520050297483207/100000000000000000000,-1613641437383564017750603573923/50000000000000000000,-426483327443/50000000000000000000
23654408242003543389/10000000000000000000,8276695223837941412286086461909/25000000000000000000,4108491654090959356415213184117/50000000000000000000,4745971942749782871087995274059/50000000000000000000,936959601588301920626676026133/3125000000000000000,169406868646181157084091925191/50000000000000000000,-2183320909179/50000000000000000000
1428537925020323653/2000000000000000000,15052983584713367439042446340889/50000000000000000000,5293942278014866224639245271223/25000000000000000000,8868198240592088679349950816979/50000000000000000000,29574050374148706694354785752743/100000000000000000000,39733825977321954055324980701/25000000000000000000,-1790984862141/4000000000000000000
25979127008122783827/100000000000000000000,3004327664842737045373544566521/25000000000000000000,10164794255789610420058828377317/50000000000000000000,2462806521535765262527401135159/50000000000000000000,2699336634568603826635272525273/12500000000000000000,15898633862487863759485116361/25000000000000000000,-427296140149/6250000000000000000
445014412484015637191/100000000000000000000,11784481926669687328882655077337/50000000000000000000,69570677249831312299008211453/312500000000000000,2168933941309018685871086498761/25000000000000000000,2888013230374743469042386773687/100000000000000000000,2424444586552499153050557423577/20000000000000000000,-4034625869741/100000000000000000000
12202312223973791663/50000000000000000000,1517020396610155806612927717317/4000000000000000000,3363597783427504453051951341107/50000000000000000000,1250831605983983458187390641861/100000000000000000000,3641900342968998673054264474777/50000000000000000000,-25812222170021673547399110647041/100000000000000000000,-539952343967/50000000000000000000
73027952049977489203/100000000000000000000,10828790138486302843336268508963/100000000000000000000,15253884082201336828925176164211/100000000000000000000,266536305939209575330385361569/4000000000000000000,5617640176977696303713202207751/50000000000000000000,2813462648993901967408872941/6250000000000000000,-1676227890627/50000000000000000000
124690396067719056731/50000000000000000000,43184672304760202545036814998927/100000000000000000000,5599329532435963372743974655409/50000000000000000000,4058235627197838547981486909917/25000000000000000000,1717050291506263753919221363227/100000000000000000000,-39538276014126277917719172747/1562500000000000000,-1962665001311/20000000000000000000
52214929667830824287/20000000000000000000,5351820086830291880427890503823/12500000000000000000,4666612043224522269647207915731/25000000000000000000,502231893603053746842152415653/50000000000000000000,2045963174709994562557874855909/25000000000000000000,4823137701663248172585624767779/12500000000000000000,-1257756359679/25000000000000000000
28928787182600584971/100000000000000000000,24011224947294697280492836340273/50000000000000000000,20311665915273480213630983713969/100000000000000000000,130814752092715550259723846657/25000000000000000000,540219233093157839771636090983/6250000000000000000,46397654647920806047156483666487/50000000000000000000,-96654201599/10000000000000000000
314593950131940720111/100000000000000000000,299410124822902887208164302753/20000000000000000000,101216866714369670337996422139/12500000000000000000,4533252950196080230017874839967/50000000000000000000,6466511494903187530149563241393/50000000000000000000,910224452151097857827407/100000000000000000000,-168811524435111/12500000000000000000
14470769233904874599/10000000000000000000,16584549725358482671743154186693/100000000000000000000,2521436256205315906003055248121/100000000000000000000,678922408284147379705295846477/20000000000000000000,9486759092108073965096350378489/50000000000000000000,6977932121812905265300117107/4000000000000000000,-4001010604321/50000000000000000000
33491058320050117479/50000000000000000000,24963931860759474604480930148279/50000000000000000000,226947275166375000397350276581/12500000000000000000,6037140349174352839198654892143/100000000000000000000,970283238319943264084471085771/10000000000000000000,-5830895726511792875086872368591/100000000000000000000,-437061576967/25000000000000000000
250209620994896315253/100000000000000000000,6249919383019278784812566979969/50000000000000000000,1796192874086468723408072711779/50000000000000000000,611560932561875563190827458369/20000000000000000000,5647216142352102787151561244617/50000000000000000000,175151367810512853505515278009/100000000000000000000,-4281513050643/100000000000000000000
347889496510100597451/100000000000000000000,16197900939301588049392411208621/100000000000000000000,3883746504453295359287038796551/50000000000000000000,13306897864630583844429952881/50000000000000000000,14634653070019479864310047924041/100000000000000000000,9058028399682585150077348765597/100000000000000000000,-82906624361/25000000000000000000
292368753896359258019/100000000000000000000,14846515475405566491206073692277/100000000000000000000,12593620473523770116336918367799/100000000000000000000,356485839274241131750995055217/4000000000000000000,528777866124947052816466777643/12500000000000000000,73758841909297087040767886639/4000000000000000000,-1212481676749/50000000000000000000
132087187836734141629/25000000000000000000,3744462595539562931505120548997/50000000000000000000,2879472525860053748191891362729/20000000000000000000,2418372085793628419070695188901/20000000000000000000,15693687644500450090087959588871/100000000000000000000,52869047847349672863569927/25000000000000000000,-272243977171829/100000000000000000000
440005877909394694331/100000000000000000000,5473104473737388839463508826163/50000000000000000000,1228465067507051117611954471093/12500000000000000000,5878520828485923472873994829259/50000000000000000000,1223695358632158606048960485383/12500000000000000000,3635626704048270331982182941/100000000000000000000,-50577514994379/100000000000000000000
9602537889848637593/5000000000000000000,10293292918017245875344279942583/50000000000000000000,4801027561395350494150847098573/50000000000000000000,18918806055820805390261434535691/100000000000000000000,6261715604955597545881038416481/50000000000000000000,23957747106959888016547089579/50000000000000000000,-4166320379691/6250000000000000000
17827698062738448239/4000000000000000000,5523809239557641952349066369081/25000000000000000000,7888644752590599030312801649773/50000000000000000000,3346943764951926624272447001447/50000000000000000000,1966104192438210608352568476423/25000000000000000000,7538171874113185317864755738131/100000000000000000000,-3672862379821/25000000000000000000
422584175640235865181/100000000000000000000,4006599090579354208032808099023/12500000000000000000,4099368300143044803695302595023/50000000000000000000,4583510144258002019836476030729/50000000000000000000,558402339731236560826788022263/4000000000000000000,1788826578411751217973469786683/20000000000000000000,-14436658924547/100000000000000000000
3949806396981296341/4000000000000000000,7824827401733255550188819908283/100000000000000000000,5030452394623290017664859429/25000000000000000000,1308920956681029886489975795939/6250000000000000000,137059689541271484982461500547/2500000000000000000,1200185583160115308832073497/50000000000000000000,-5898806318453/50000000000000000000
11409616020439395479/6250000000000000000,37751186187395064150063444303817/100000000000000000000,23117635490748154857073749615513/100000000000000000000,91343378417982068587019707301/1000000000000000000,12565301111426901005459061379989/100000000000000000000,16110978854506659508694765424971/100000000000000000000,-5349436211373/25000000000000000000
61207674644019403489/25000000000000000000,28061973181455290734497333135871/100000000000000000000,4659240453055602691870699991661/100000000000000000000,6261565244542567307422835356577/100000000000000000000,3222892113282954136918052683229/20000000000000000000,2925019532404497613492126850859/50000000000000000000,-201955579657/5000000000000000000
489910208989901458619/100000000000000000000,1113821766797942883100823060983/5000000000000000000,9713265759286956864444054530781/50000000000000000000,1165588831098810430285128658731/20000000000000000000,11718386836196767374706813400213/50000000000000000000,13970912663170769762123906667/20000000000000000000,-2656001481349/50000000000000000000
247192151129454944257/100000000000000000000,8772312280573081716221595942501/20000000000000000000,4562537654884223048150714733993/100000000000000000000,20445361557576698380071061641027/100000000000000000000,2854620584094188645438950472547/25000000000000000000,-728925415230187906272854468409/100000000000000000000,-10063143900051/100000000000000000000
170210975242550449977/100000000000000000000,3539367572719697555305762694713/12500000000000000000,1285723653714251910071631935259/6250000000000000000,6564906802506094705145139891711/50000000000000000000,100173694064572441193695723303/6250000000000000000,7323427332472181811875882749971/50000000000000000000,-594997119181/25000000000000000000
1379836641278972099/6250000000000000000,8973157867139773419744862805021/100000000000000000000,11929034350554826211370959110631/100000000000000000000,1627138141668324855145022952937/12500000000000000000,1200441147635397540478895481521/25000000000000000000,61889567848274910509183811289/100000000000000000000,-2792928241/97656250000000000
205670516355220177529/100000000000000000000,29220162589591908297541434666911/100000000000000000000,3074239846206006685463259336229/25000000000000000000,1734463209690747951070197052583/12500000000000000000,22179611704402856122526407983607/100000000000000000000,41740068756709608785348402603/20000000000000000000,-20958659398489/50000000000000000000
492192936812114354821/100000000000000000000,2716479282608099233056452225569/10000000000000000000,2489040509689057156854723412623/25000000000000000000,904716124144748207770999570327/4000000000000000000,8001092216549554963264774935789/50000000000000000000,35851728109860456429500626819/100000000000000000000,-115556415109901/100000000000000000000
160839367465472275983/50000000000000000000,48280581858714777346428761080023/100000000000000000000,583429105592468122414877711763/50000000000000000000,2106588839375389422590642892459/20000000000000000000,18941836366281188970471733028003/100000000000000000000,-38475083476049166732572005003/6250000000000000000,-4879371504001/20000000000000000000
123994244054362869437/50000000000000000000,41295749364090203600100822903523/100000000000000000000,1164166489610368637084629928441/50000000000000000000,9446041374799879993745388240811/50000000000000000000,8640506109802277123915154478277/50000000000000000000,676965703973683148137078804321/12500000000000000000,-596488990333/2000000000000000000
115867874686492361849/100000000000000000000,4592387541580946785338581438097/25000000000000000000,25497510246493060954162999582941/100000000000000000000,1613826407734349276498306219399/25000000000000000000,220867721222621603733328364347/3125000000000000000,2433221238635418055057211017739/50000000000000000000,-2652358267527/100000000000000000000
272991281571659270737/100000000000000000000,21327448318413135150919550940509/100000000000000000000,9029745328915882869972200955941/50000000000000000000,558587769433859293115231531147/50000000000000000000,509903941041948550661077069107/6250000000000000000,1266321074068498557130491408353/10000000000000000000,-7111688241/312500000000000000
1383487364567167381/781250000000000000,29283049828615504096797323038467/100000000000000000000,9337742122210885377548592693759/100000000000000000000,618683099618414497495400264471/20000000000000000000,17362001254076738078757088176263/100000000000000000000,934948475527039191722014178079/10000000000000000000,-1597349196673/20000000000000000000
162688369674588340637/100000000000000000000,5833556141415947801258845285867/12500000000000000000,13898372382736386962917239882721/100000000000000000000,14871620547670552354838551120929/100000000000000000000,13429613221684694585814656108371/100000000000000000000,18393515372453965314973415567147/100000000000000000000,-16134415236699/100000000000000000000
33629094859381903699/25000000000000000000,379324947289310247462568687373/50000000000000000000,6832370297614057335051740673683/100000000000000000000,15868549740482407486831214021619/100000000000000000000,9197862249227950432700180123923/100000000000000000000,47565356519684244886719/50000000000000000000,-1447922863551429/100000000000000000000
23028295823542839129/50000000000000000000,27259711361828939732923055843417/100000000000000000000,56627120079097942705819521339/312500000000000000,3611349158721337061911507764271/50000000000000000000,15398418848233717142609212326447/50000000000000000000,547693684120549504817269024621/100000000000000000000,-4557397845167/100000000000000000000
68896213915953831753/25000000000000000000,20771194483466192065137142460353/50000000000000000000,26086082103030977539500564391653/100000000000000000000,4822086091866748077744531331563/25000000000000000000,9807814864797896850045322385501/100000000000000000000,6257063393086155862598134636037/50000000000000000000,-279776801119/3125000000000000000
58374560112488952881/20000000000000000000,2568554311704576499351817864837/6250000000000000000,11398457207236556986746973153899/100000000000000000000,5958911637533248307362878452811/100000000000000000000,16410154771671802635690220002467/100000000000000000000,4732631923999100228404525742589/25000000000000000000,-2049528316049/20000000000000000000
7797217033782972367/6250000000000000000,9770102146199896319823596402283/50000000000000000000,7030317610485311149412309703607/50000000000000000000,7465963164230822711272572984029/50000000000000000000,1274361172744432009888038393117/20000000000000000000,72110895039370079798728084491/12500000000000000000,-4770672539173/100000000000000000000
5975183235105269387/6250000000000000000,1298933062118447620910618996239/25000000000000000000,14278210758228010017193178854271/100000000000000000000,5936821096898118658175975257977/100000000000000000000,319201865210991613814197874467/4000000000000000000,1236504992219801513866611433/50000000000000000000,-11539175360621/100000000000000000000
23718480885683697129/6250000000000000000,82941806356840340571899054591/390625000000000000,4922733245000531494128852338639/20000000000000000000,652014235524238520192621948741/20000000000000000000,5106026808138649390634825478737/25000000000000000000,364981235459552491423012567807/100000000000000000000,-5964925636351/100000000000000000000
29090721964326500171/10000000000000000000,31697608389926853961709576252243/100000000000000000000,1465688085796643613931900466649/50000000000000000000,633306417512247237467731827931/50000000000000000000,25186188488870634153015455550807/100000000000000000000,6979252058422729013540184152949/100000000000000000000,-299351153/160000000000000000
86571733845523333083/50000000000000000000,2010802425928061892886127820359/20000000000000000000,14531344912993037088604095193767/100000000000000000000,173170379964345443790609844187/2000000000000000000,1404290584892688851390732677117/12500000000000000000,1654138474734885321032613827/20000000000000000000,-12341567119349/100000000000000000000
110374168638493062533/50000000000000000000,671996249037134484734397262953/5000000000000000000,9676853627698129021481740680517/100000000000000000000,18497142902254152207453079593557/100000000000000000000,2442336041131281802428197441133/20000000000000000000,5129277018920831158433799929/100000000000000000000,-66950064187461/50000000000000000000
58979996883075077929/20000000000000000000,30232214871016400025322619348337/100000000000000000000,775018916025290495888223113497/25000000000000000000,265765078339280411500285814903/3125000000000000000,2492912225864006771970162461041/25000000000000000000,-389439595573580767275505971987/100000000000000000000,-692305556901/6250000000000000000
146199503070470667991/25000000000000000000,5784838207354706475365861704753/20000000000000000000,669663785309569819381115593347/25000000000000000000,996529660681775915977582876169/25000000000000000000,1412402076905047159856024910729/50000000000000000000,-20182611102887946134290790437/3125000000000000000,-5597486562471/50000000000000000000
43151828440758587697/50000000000000000000,26879970701836842824422860110631/50000000000000000000,2480214966638284395834350639031/20000000000000000000,1969175769003960557087843966191/100000000000000000000,1759064561357862866401207184501/25000000000000000000,-8154052885906814232071918388003/50000000000000000000,-575583905381/100000000000000000000
31270695011561259439/25000000000000000000,38327784218652071591466490686551/100000000000000000000,1683684160383916186056260017521/20000000000000000000,14427549280506537719239600121069/100000000000000000000,1054039933374503564622457257973/10000000000000000000,6693711472488263420447052495447/50000000000000000000,-2195237436397/20000000000000000000
51807031031839161393/25000000000000000000,6192345411766456654061249159679/20000000000000000000,34041117520602184663329050907487/100000000000000000000,19810553972745275540403229400423/100000000000000000000,4747648735237583657154107770093/100000000000000000000,680113095784767876226799642537/10000000000000000000,-11589614709877/100000000000000000000
25333056276448201143/50000000000000000000,649911375963896060068845782563/5000000000000000000,7056567144472682453675412384879/50000000000000000000,122722320397573556900785465613/1250000000000000000,11256181732946681404653783847863/100000000000000000000,76827134815319962675567527789/100000000000000000000,-9001252964281/100000000000000000000
64775793760103899201/100000000000000000000,111767634817073687400284343709/500000000000000000,6075630602643775261542294143943/50000000000000000000,8092109407919550888170563298061/100000000000000000000,16849176567647744853700410229549/100000000000000000000,206612117050151524722660071641/25000000000000000000,-371985252281/20000000000000000000
48538780349391691183/20000000000000000000,497829656735009261430317058009/100000000000000000000,7377394622895808163443586467051/100000000000000000000,998198233402612704405097332751/10000000000000000000,4935423677728832568229666860881/50000000000000000000,4549271217105675942251/25000000000000000000,-254794328696847/100000000000000000000
51279342283263049951/20000000000000000000,203198059030897464415157905389/2500000000000000000,23442373903996789099292458005333/100000000000000000000,2293905104671123348674388328853/25000000000000000000,2571449028601314148037372209989/50000000000000000000,3917181880477692422301923593/50000000000000000000,-555221335743/25000000000000000000
150768097981734597377/100000000000000000000,5203575961662803025563750167213/50000000000000000000,7806900470260068241827618373433/50000000000000000000,5355178788880295275417281047513/50000000000000000000,7888503054049890153532402970217/100000000000000000000,7464039012904840487107271423/50000000000000000000,-1107804456443/50000000000000000000
63602607827649614729/50000000000000000000,7423454400389100493179766145213/50000000000000000000,64053256295710220123265490849/12500000000000000000,8708946991043740330128727594297/100000000000000000000,1716384196027153093825738347181/25000000000000000000,521277576970134088834618264511/100000000000000000000,-694015960997/100000000000000000000
270993600279376746393/100000000000000000000,3938247623387692154871513204173/25000000000000000000,633402871049330379169641115081/20000000000000000000,24398181513134463618310889288473/100000000000000000000,21103634273232963735922643371907/100000000000000000000,1010159417278281193373617163/50000000000000000000,-113677990828879/50000000000000000000
102897315146708415587/100000000000000000000,13263420716347794389869891171901/50000000000000000000,2940452561710238775113820545449/25000000000000000000,11546372809941631397164886445307/100000000000000000000,5448607166245269845779634902501/20000000000000000000,156905783834652162041984260599/100000000000000000000,-12949583214289/50000000000000000000
5320333602978149811/100000000000000000000,3141762289823855463935487687821/10000000000000000000,3704778166507460927818253140269/50000000000000000000,687634228403156011110083500037/50000000000000000000,10630776797883941776954342090503/50000000000000000000,23487171166185573794156783196613/100000000000000000000,-191447310713/25000000000000000000
15409212857268279461/25000000000000000000,665906091757793387474345001333/25000000000000000000,5520872567779585730645498888021/100000000000000000000,566802030018938420270979906439/20000000000000000000,130572004379342964036175606011/5000000000000000000,1284102899662002389122817379/25000000000000000000,-445408171951/50000000000000000000
12505224279282816207/3125000000000000000,2150247214003802360578403065697/25000000000000000000,6735457020971649639479971803189/50000000000000000000,15569172943874534939331167660457/100000000000000000000,661950441912838111168644499029/25000000000000000000,1172814044747065223303129339/25000000000000000000,-1271081562901/12500000000000000000
188518709610191692663/100000000000000000000,7249459995823664094374845735889/25000000000000000000,3552224343311473691456294311783/20000000000000000000,1975290976341833983579673559689/25000000000000000000,1018617145243198552833927456771/5000000000000000000,933404409287309483700991918019/50000000000000000000,-4438981307151/50000000000000000000
272203338143522816439/100000000000000000000,12510146261120708496179719711117/50000000000000000000,3170423518686695204030075879651/25000000000000000000,6790962893722373874650448372239/50000000000000000000,1336979226441633112719103541749/25000000000000000000,6189312963153765387870207635017/100000000000000000000,-2306454299451/25000000000000000000
190716844125146277101/50000000000000000000,10519385866148750190563935187277/100000000000000000000,14087298576737972104867000518147/100000000000000000000,9696856607262372008130767636471/100000000000000000000,852746034875381026138917585867/100000000000000000000,666578406663406107975269091439/100000000000000000000,-74978927831/20000000000000000000
56959109402275450921/25000000000000000000,4805460415762329435811684618099/10000000000000000000,3244874343358480360257387085097/50000000000000000000,1406739303271161237589070598141/25000000000000000000,4600093474946600441529051512161/50000000000000000000,-362079334982332737847228216979/20000000000000000000,-9948549207051/50000000000000000000
39558770151232188599/100000000000000000000,237755192842138284885864181049/20000000000000000000,242749336843682689221747253977/20000000000000000000,1692635336533332717365983540143/25000000000000000000,130842901064652746113790512561/50000000000000000000,65631865009334471093070231/10000000000000000000,-193834261569/25000000000000000000
7707560092495743357/10000000000000000000,38685155149033735739755289656999/100000000000000000000,21351332295582054732541560229249/100000000000000000000,159358606741985911972279645661/3125000000000000000,1574293594621204233096286681143/20000000000000000000,27470134299545392580206776556047/100000000000000000000,-2448298002233/50000000000000000000
37414865639986888341/100000000000000000000,12626493716887821427096865131249/50000000000000000000,7261827515951128708216512026223/50000000000000000000,3168082349835099281715450611597/25000000000000000000,4033839766407486010922881036867/20000000000000000000,34277125242206912949610541449/6250000000000000000,-2081318116599/100000000000000000000
640172796038151735183/100000000000000000000,19551822538781879279329430348983/100000000000000000000,7021240926114379469846012695827/50000000000000000000,2940074589098115383908713501707/25000000000000000000,17992165564841437694859848901883/100000000000000000000,3582140418125071583440783733/25000000000000000000,-35652334006967/25000000000000000000
227051005859690934017/100000000000000000000,1108616701307779479831265674833/100000000000000000000,10857411951785445560411088122629/50000000000000000000,19712650568462589584065103900091/100000000000000000000,828816065500961318408283648727/100000000000000000000,1435823333512105786722259/50000000000000000000,-818984734231/6250000000000000000
207253174800279809681/50000000000000000000,1747555383612867701088524122629/20000000000000000000,31881512977844414226405394106943/100000000000000000000,19254557674122110093338276524721/100000000000000000000,6900985597824222883880893986653/50000000000000000000,148765358471931327541236917/50000000000000000000,-86106204082331/20000000000000000000
204725292034175504481/100000000000000000000,9556779965307907059466290093021/100000000000000000000,13770985875586187982453855598779/100000000000000000000,28119013774121667623198180329233/100000000000000000000,9116311786111784481298007727993/100000000000000000000,195707848210618262186569757/25000000000000000000,-118312469738681/50000000000000000000
9061821639435157793/20000000000000000000,10424826763100138569341371759501/100000000000000000000,2741595903508672678685610119349/100000000000000000000,13996082192690056768985440997799/100000000000000000000,13805573865744644687040944351483/100000000000000000000,10146055266062821642969026599/100000000000000000000,-675936206129/4000000000000000000
